news_id,category,subcategory,title,abstract
N21595,lifestyle,lifestyleroyals,The Sweetest PDA Moments from Harry and Meghan's Royal Tour of Southern Africa,"Clearly, the Duke and Duchess are still very much in love."
N9432,weather,weathertopstories,Rain tapers off ... but another round is on the way,Soaking rain and a big drop in temperatures arrives.
N23833,finance,finance-savemoney,17 moves that will make   or save   you money,1
N63103,lifestyle,lifestylehomeandgarden,30 Major Design Mistakes That Everyone Should Avoid,You may be committing a design crime without even realizing it.
N58932,autos,autosnews,NYC's congestion pricing program moves forward as MTA inks contract with company to install tolling tech,"The MTA's plan to heavily tax cars driving in the busiest parts of Manhattan is taking shape. The agency on Friday announced Tennessee-based technology company TransCore has been awarded a $507 million, seven-year contract to ""design, build, operate and maintain"" the tolling infrastructure that will enforce New York City's congestion pricing scheme. The tolling system will not go live ..."
N28392,news,newsoffbeat,Racially-offensive Halloween display enrages Brooklyn neighbors,"A Brooklyn art studio owner is under fire for a racially-explosive Halloween window display that featured brown paper dolls that appeared to be hanging by their necks from strings. Among the neighbors and passersby offended by the Clinton Hill decorations were neighbors were administrators at nearby Public School 11, who asked the homeowner to take them down. The chagrined studio ..."
N48563,music,musicnews,"Miranda Lambert announces Bridgestone Arena show, new Wildcard Tour","Miranda Lambert will play Bridgestone Arena in January on her new Wildcard Tour. Support acts include LANCO, Cody Johnson and Randy Rogers Band."
N34473,tv,tv-celebrity,"'Chrisley Knows Best' Stars Had 'Lengthy Scheme' To Hide Income, Lied To The IRS Says Prosecutors",New Details Of Scandal
N58090,sports,football_nfl,Frustrated Antonio Brown has active morning on Twitter,"Receiver Antonio Brown continues to wait for his next opportunity, and he continues to be justifiably frustrated by the fact that the NFL's slow-moving investigation is essentially keeping Brown suspended without pay."
N13360,sports,football_ncaa,"Fromm, Georgia beat Florida 24-17 in 'Cocktail Party'","Jake Fromm picked apart Florida's defense for the second straight year and No. 8 Georgia beat the sixth-ranked Gators 24-17 in the ""World's Largest Outdoor Cocktail Party"" on Saturday."
N25195,news,newspolitics,Trump smacks down Graham after latest Syria broadside,"President Donald Trump on Wednesday lashed out at Sen. Lindsey Graham, marking the latest salvo in the pair's clash over Trump's sudden withdrawal of U.S. troops from northern Syria."
N41998,sports,football_nfl,Redskins vs Dolphins Inactives: Colt McCoy won't play today!,Who's out vs the Dolphins?
N59727,sports,racing,Kevin Harvick to surpass an Earnhardt milestone at Talladega,Kevin Harvick's NASCAR career doesn't appear to be ending anytime soon but it will reach an interesting milestone on Sunday.
N36539,sports,football_nfl,Watson's 3 TD passes lead Texans over Raiders 27-24,"Deshaun Watson threw for 279 yards and three touchdowns, including the go-ahead score in the fourth quarter to lift the Houston Texans to a 27-24 win over the Oakland Raiders on Sunday."
N11678,lifestyle,lifestyleroyals,"THEN AND NOW: What Kate Middleton, Meghan Markle, and the other royals looked like the year they married into the world's most famous family","A lot has changed for Kate Middleton and Meghan Markle since they entered into the royal family in 2011 and 2018, respectively."
N2970,video,viral,House teetering on cliff is being demolished (VERY carefully),"In Wisconsin, a delicate operation is underway to demolish a three-bedroom house that's been dangling at the edge of a cliff since last year. The owners moved out after the shoreline eroded."
N46133,lifestyle,lifestylehomeandgarden,98 Easy Fall Crafts You Can Do Right Now,"Pine cones, pumpkins, burlap and more! These are our favorite fall crafts you can DIY today."
N26029,health,nutrition,Should you be eating deli meats? Here's what you need to know,"With its processed reputation, deli meat is not making many ""clean eating"" lists these days. But is it really that bad for you?"
N58030,tv,tv-gallery,The most famous game show hosts,Take a look back at the most beloved game show hosts of all time.
N44061,finance,markets,"In manufacturing Midwest, signs of trouble amid good times",A Wisconsin town shows the disparate fortunes of global and U.S. consumer markets as the economy starts slowing.
N13560,lifestyle,voices,"Decorating For the Holidays Just Isn't Worth It to Me or My Kids, So I'm Not Doing It","Thanks to Pinterest and Instagram, I (and all my friends that I've talked to) have begun to feel an urge to create the perfect-looking home, especially around the holidays."
N60963,weather,weathertopstories,Tropical depression 17 forms in the Gulf of Mexico,A tropical depression has formed in the Gulf of Mexico.
N47487,sports,football_nfl,5 reasons to watch Tailgate 19,
N34536,autos,autossports,What's the Deal With the Toyota Supra?,A tale of two cars and two roads
N38114,news,newsus,500K lose power as PG&E continues mass shutoffs,"PG&E has shut off the power to around 500,000 customers to reduce the risk of its equipment sparking wildfires in windy weather. The power shutoffs will impact portions of 29 counties across northern and southern Sierra, North Bay, Bay Area and Santa Cruz mountains, north coast and Kern County, the utility said Monday. The following counties will be impacted by the power shutoffs: (Can't see the map below? Tap here)..."
N50333,lifestyle,shop-holidays,100+ Funny White Elephant Gifts That'll Leave Everyone Laughing Hard This Holiday Season,The pressure is on!
N20248,news,newsoffbeat,"Gov. Cuomo orders investigation into government-funded Bronx building after Daily News uncovers house of horrors plagued by bedbugs, drug dealers","Gov. Cuomo ordered an investigation Saturday of a government-subsidized Bronx building after the Daily News exclusively reported complaints of bedbugs and drug dealers -- and management that couldn't care less. Cuomo's office vowed to look into the allegations about the building at 3677 White Plains Rd. ""The alleged conditions in this apartment building are horrifying and completely ..."
N8396,sports,football_nfl,Raiders lose to Texans on Deshaun Watson's TD pass,"HOUSTON   Edge rusher Arden Key sat at his locker after the Raiders' 27-24 loss to the Texans on Sunday evening wearing a red tracksuit and the memory of one critical play. With 6:34 left, Key, rushing off the right edge, had quarterback Deshaun Watson in his grasp. But Watson spun away, sprinted to his right and darted a 9-yard touchdown pass to tight end Darren Fells to erase the Raiders' four-point lead. ""It's still on me,"" Key said..."
N51651,news,newspolitics,Pelosi Sets High Bar for Impeachment Inquiry: Ironclad Proof,"House Speaker Nancy Pelosi, offering her most expansive view of the impeachment probe to date, said she decided to advance the inquiry into President Donald Trump after his phone call with Ukraine's leader provided her with the ""clarity"" that prior allegations against Trump lacked."
N22133,autos,autosresearchguides,The 30 Most Underappreciated Cars of 2019,Slow Sales Means Great Deals for Buyers
N42590,foodanddrink,beverages,Festive Thanksgiving Cocktails You'll Be Truly For,You can thank us later.
N15515,lifestyle,lifestylehomeandgarden,"Hosting This Holiday Season? Here's How to Get Your Home Ready, One Step at a Time","If your home needs more than a good scrubbing to be ready to host this holiday season, this guide will help you get your space in tip-top shape before the first guests arrive."
N12599,news,newsus,Red Flag Warning Issued; Thousands Anxiously Awaiting Final Decision On Power Outages,"For North Bay residents like Lawrence Phillips, PG&E power outages have become just one more daily challenge they need to overcome to live in California's picturesque Wine Country."
N45359,news,newsworld,Lawyers to try to stop Boris Johnson putting Brexit deal before MPs,Legal action to be lodged in Scotland on basis withdrawal agreement contravenes law
N34760,sports,basketball_nba,Rose: Durant's free agency would've 'been different' without season-ending injury,It's old news now that the Nets beat out the Knicks in the sweepstakes for both Kevin Durant and Kyrie Irving this past free agency period.
